Metric,Dataset,harmonypy_scale_pcr,harmonypy_sel50_pcr,harmonypy,liger,liger_scale_pcr,liger_sel50_pcr,nmf,nmf_scale_pcr,nmf_sel50_pcr,pca,pca_scale_pcr,pca_sel50_pcr,sca,sca_scale_pcr,sca_sel50_pcr,scanorama,scanorama_scale_pcr,scanorama_sel50_pcr,scvi,scvi_scale_pcr,scvi_sel50_pcr,seurat,seurat_scale_pcr,seurat_sel50_pcr,harmonypy_scale_ilisi,harmonypy_sel67_ilisi,harmonypy_sel67_pcr,liger_scale_ilisi,liger_sel67_ilisi,liger_sel67_pcr,nmf_scale_ilisi,nmf_sel67_ilisi,nmf_sel67_pcr,pca_scale_ilisi,pca_sel67_ilisi,pca_sel67_pcr,sca_scale_ilisi,sca_sel67_ilisi,sca_sel67_pcr,scanorama_scale_ilisi,scanorama_sel67_ilisi,scanorama_sel67_pcr,scvi_scale_ilisi,scvi_sel67_ilisi,scvi_sel67_pcr,seurat_scale_ilisi,seurat_sel67_ilisi,seurat_sel67_pcr,concord,concord_scale_ilisi,concord_scale_pcr,concord_sel50_pcr,concord_sel67_ilisi,concord_sel67_pcr
ilisi,mouse_pancreas_atlas,0.4751671386540354,0.5976738762584834,0.459544232621673,0.6898870387718982,0.7018061108572745,0.7873340661236686,0.1344901897237911,0.15967694713815836,0.3874320928529987,0.09997638332984758,0.11604698786514969,0.19170276389034144,0.10810289014870218,0.1151763669619551,0.15161111820981357,0.19904052297775163,0.20994030012654685,0.28841354681794307,0.22548333517215988,0.2539036021417926,0.44471857802024467,0.6320300437517754,0.640003457146134,0.657982214852194,0.4818117827200349,0.5645241404678601,0.565806025089794,0.6907236065777345,0.709340212561751,0.746771804050641,0.1721841160224615,0.2905516172138511,0.26209215083650655,0.1250095907670082,0.16972066607187533,0.15709991001342366,0.12567121284031033,0.15293527432146123,0.14035727464260536,0.22239215087204278,0.2850824430302119,0.2510025545265109,0.2611770013356991,0.36625640220022393,0.33888138698541137,0.6406296325846922,0.661618095151687,0.6477717164671689,0.3465792819602743,0.3546262609023043,0.3679022193712194,0.4230195748735138,0.38757777736651394,0.4008359988500334
ilisi,tabula_sapiens,0.20104407342036115,0.3541983083133146,0.19364469781456908,0.6070365809737033,0.6142880939265296,0.755013872887718,0.07611930933427577,0.10150833588561702,0.3868988688338932,0.034031803368998366,0.03899991264224336,0.07239405614815995,0.04520424112418353,0.05976117791082743,0.09275480255910053,0.11418042567173659,0.13135030575094564,0.21209687207327055,0.09357983862563608,0.11597886979295098,0.15187733793246097,0.5432825789685561,0.5793177346332634,0.634210838114081,0.21207635933008118,0.2881218528772719,0.27762364268246725,0.6047830689795379,0.6545107379243306,0.6981648729748956,0.11582770140668962,0.2250292612402474,0.2245035949476265,0.041441236678694614,0.045640992044173684,0.05484689497573039,0.0478535340262866,0.058106335987555324,0.06840765702912266,0.13740127604245375,0.16413725717545993,0.1564670807636254,0.10879716579446105,0.12432544515552774,0.12314412513954853,0.5886047636829815,0.6155977797022775,0.6285317929955302,0.23386754931418732,0.24798750028660108,0.23767220624358154,0.2942311313789224,0.2818771235962973,0.2675507447123257
ilisi,celegans_embryo,0.5428668124414415,0.6354515108349393,0.5436343642161156,0.691592847442008,0.7185717673854007,0.9116841462592589,0.4321208425981539,0.4706308024812796,0.6203676409937107,0.3720567171517252,0.40703050732247614,0.4847961910164506,0.3790039049592454,0.42183944168359033,0.44972941225121843,0.48482883302214863,0.49791976991850934,0.5655417001399374,0.5393222773005756,0.5513734111351001,0.6201299719098314,0.5770377964896645,0.5850796173107073,0.647949858318891,0.5508145921329933,0.6045541389183778,0.6118519257724196,0.6944217829322346,0.7536417182836213,0.8476114968206643,0.48564460136887583,0.5138421398312579,0.533757413145264,0.40837861196004205,0.4739478479052021,0.4501339366026576,0.40664353607830744,0.45151820764552286,0.4386136533287564,0.500371528313525,0.5416994965865124,0.5324725385634627,0.553899060314094,0.5629285302013307,0.5886855776746078,0.584346947418213,0.6133333450020495,0.6279480647819664,0.5742877414716862,0.5762377117077656,0.5710819410511274,0.6047906269536083,0.5870448456500338,0.5914337672409095
ilisi,ocular_atlas,0.41725416642656477,0.534599198677563,0.41325741666678445,0.612956321545177,0.6164834046322204,0.7907465805516419,0.2643717824337256,0.33104675571466313,0.584716723888918,0.22237232958432837,0.24019734093172967,0.2937076006552946,0.2722613778074573,0.27579663300123514,0.31533467276455684,0.31696128869826895,0.32191031267523257,0.36096701036264606,0.23972317240409535,0.25259430430024316,0.3468647037657622,0.5813752439483111,0.5975515879367921,0.7358600250533982,0.4200311973015737,0.44344115322627714,0.4412168050441703,0.6128241912801126,0.6469148278830769,0.6821801303824717,0.3307651500726683,0.433148065560291,0.45606917457550056,0.23607272485706624,0.255983080372428,0.2713660007575057,0.27981856834745666,0.2860583120921603,0.29815815020101816,0.3268929479690002,0.33505312864267817,0.3381547887142102,0.263147053873121,0.2504813885364959,0.2851481491837599,0.6064874001088408,0.653274841092724,0.6519283389915183,0.33750522539814076,0.34558483160834924,0.3388652533920906,0.3804700618159017,0.36033083980870056,0.3597051555797002
ilisi,tabula_muris,0.3552812757519497,0.42293836400430307,0.3543417310660679,0.5678798488881186,0.5662077235665973,0.7499941594367147,0.2754984254146616,0.29349994293167775,0.540164255227823,0.2370778225440438,0.24071383251449338,0.29537362130795786,0.25364912014664376,0.25743645766259604,0.2947577270949078,0.27145444892082377,0.27989494521588254,0.30861464021071255,0.26011170378467213,0.26869835153270377,0.35315293086858945,0.4374067919739263,0.4432798097486245,0.4765604245687941,0.35613410669199336,0.402117968008099,0.3902376439162331,0.558743718081359,0.588219856062984,0.6672243115363173,0.30076023036398114,0.4238032384454485,0.41915997534053917,0.24385988860126834,0.26710395414166427,0.26928977290076334,0.265357421439161,0.2726308450131075,0.2790166158055457,0.28269397855812656,0.29671570464808034,0.28942305485649844,0.27628213532299034,0.2741769893477108,0.30122181668415743,0.4461787526203446,0.4583039119167979,0.46267173081869084,0.39711522745027555,0.4095872470311377,0.4064487257988034,0.43939760329893424,0.4271806943644,0.42932017655637295
isolated_label_asw,gtex_v9,0.2651345396102319,0.25076097456239915,0.27166682821206073,0.36205346602417243,0.3501705727769597,0.28961295844627166,0.29370963515247644,0.26820992342585864,0.14339623886148065,0.2841393739181469,0.2677930354074103,0.22819863337916552,0.28730073252957794,0.27005336932012636,0.24042402917378525,0.2592915535589293,0.24024704366950028,0.18775345165335483,0.31233690077342835,0.29020744170641616,0.2501283408110587,0.21945922060561718,0.19685747167373377,0.16578172310752717,0.24838341180492404,0.22241076869043866,0.253583461638679,0.24333425228080754,0.1651184425467042,0.31445840291806293,0.258840063408877,0.2608894983754847,0.2405677616607137,0.23759213501317547,0.22354761558466552,0.2548567088809076,0.2454428393705545,0.225517917691773,0.24079775244748586,0.20058312645731016,0.1636493408953005,0.21697396729713822,0.28694093343275406,0.26735383218480063,0.27081916707904197,0.18482370853044275,0.14741528362297093,0.15645621013360392,0.3704658986894396,0.35752299215601474,0.3656051907757825,0.330796272674297,0.3509010668698983,0.33501723570544045
isolated_label_asw,hypomap,0.04053121269674134,0.07648023681141262,0,0.09181352820325141,0.06931467205617785,0,0.05351812601964506,0.039655594157591754,0,1.765141715787187e-07,0,0.060716418068520156,0,0,0,0,0,0,0.12692458917429753,0.13074315729633823,0.16010876803257745,0,0.057358408690016335,0.016089580528065084,0.07544458275128832,0.1699353119689405,0.030279594035056596,0.10956162059044032,0.047119173176674224,0.030427870504744246,0.08474255304005987,0.005480853287157226,0.020741430126644506,0.021779698235214556,0.1708829282995021,0.0016272400199989735,0.026461683976573034,0.1181073630853183,0,0,0.04732310575513659,0,0.13833914014045956,0.1473580020713937,0.14528678478112464,0.07801978430360235,0.04290029827101389,0.04607222079677247,0.15243931553099654,0.1485050965182171,0.1650129052646125,0.1635304952502242,0.12240940079175423,0.15543820305042966
isolated_label_asw,immune_cell_atlas,0.21636608434644733,0.16571262652099827,0.2139651267723566,0,0,0,0.20038757127403542,0.19705265481082704,0.271332808130406,0.21567542885263907,0.21673344559251478,0.20189364646328875,0.22685244503532004,0.24563951336613457,0.25091324442641244,0.15736750033863356,0.16147260969131544,0.18739348459401237,0.20350009675823735,0.21288020642806096,0.19585947642214002,0.20111552900532548,0.188951645513938,0.1978287224151381,0.22042725591132042,0.17459128126130796,0.20034697262793297,0,0,0,0.17484656040854638,0.14567169927259452,0.23424729072729727,0.21772463628160127,0.20345243260190163,0.21506723421779503,0.24613433921332145,0.2494817651612488,0.25850230190054907,0.1632632222768518,0.13580839497131178,0.15872022742156364,0.20199221717504728,0.19912060192315337,0.20704103889468056,0.18425496785881568,0.1822180924801268,0.21538296376420932,0.3612924545341426,0.36833245416180166,0.376160675493436,0.3190693018328214,0.3222065005273618,0.4023393680080538
isolated_label_asw,mouse_pancreas_atlas,0.4085446049618908,0.2720803940108864,0.541979361506933,0.4858033719407236,0.49516630441365533,0,0.6490243786503335,0.5356506845211376,0.008606070267329778,0.6354603797859683,0.5207308122999527,0.4572646002863707,0.6588004056609801,0.6096321727973537,0.5356126828837904,0.6568555474814395,0.610772914603509,0.5531999488609398,0.48006212371685697,0.44519998867217403,0.3191861724817093,0.6327115705175922,0.616309313904199,0.5339515105119124,0.4809587606243257,0.3031989410810017,0.30339445482673005,0.344378748781152,0.02938722415425016,0.5136521956844625,0.45105262459213635,0.16960108833916193,0.12223793515967654,0.5095536789641548,0.4686754652334923,0.3994372204069386,0.5996358973106715,0.4998311369252376,0.5089262670323194,0.60522633330457,0.5563855235860063,0.5652058595115552,0.4427808749019694,0.3764740792479279,0.3914747420809045,0.6037821177167887,0.5803552713823424,0.6216528857488426,0.7976317906178125,0.770874151902025,0.7605888876512218,0.7483816711759826,0.7863682333817583,0.7556100936609116
isolated_label_asw,tabula_sapiens,0.23374926083247186,0.19846937488755495,0.22552575227500077,0.16826587408543486,0.15412629434299693,0.01042496233554656,0.24481087951237535,0.22052298401144937,0.11603580423644114,0.26103061423646057,0.24913501072146027,0.22775902048951246,0.2558038931053697,0.2347735883814831,0.21477724460986983,0.26036105489308337,0.25116708983285574,0.22041317853886663,0.3061328016669837,0.2959617311484353,0.27978328894825066,0.19299597112617148,0.19225486976710054,0.17148827682111256,0.2341957675972393,0.1947489458594483,0.217401713926329,0.15825048407903433,0.12265470574456754,0.06151828015407409,0.23956242648976175,0.17352417721443095,0.17508447221076953,0.2600371659390516,0.25309367255041737,0.23701911611592483,0.2634743268614534,0.25287024526148955,0.22688520722082248,0.2553711478852834,0.24827240274072884,0.23654546873229254,0.3003290917336627,0.29669234802892724,0.2943191537086785,0.19090446109927872,0.18030007314271834,0.18112018669803456,0.25569637739537365,0.23108411944337656,0.24836349044307707,0.1946551993325168,0.2034129681671578,0.22286200317994959
isolated_label_asw,celegans_embryo,0.11443609579789081,0.06902313222855547,0.11086361367675361,0.08894379358464777,0.020899730687631006,0,0.11584349404547083,0.11898371569404446,0.09262496919914602,0.16634934860484543,0.16748673572356254,0.14650948524461083,0.18225407193086507,0.18691238018669104,0.13619455309315576,0.26220555221905095,0.2545171732970172,0.15664588152584813,0.3458951078513568,0.3421475518205018,0.30234254430401075,0.2369959882621353,0.23724588882872258,0.20436245759887015,0.11912877907391176,0.12209189017415453,0.08153115832260209,0.11313569288870243,0.07231374518775029,0,0.10945005579247175,0.0951318168750723,0.085415796351647,0.17129639853860185,0.1651992987589504,0.16548445665364545,0.19393169292789614,0.18815556636420913,0.16803361226863295,0.24267362803911177,0.18820466187808402,0.18289808479206146,0.34081451936972446,0.3310001751457264,0.30943393207602493,0.2384068475538312,0.22723174875007196,0.19243520666869013,0.39907858709880095,0.38577101280984716,0.3895328609933633,0.34611490524173655,0.311792129993873,0.381498653953746
isolated_label_asw,ocular_atlas,0.2869657591986082,0.2438879215937373,0.288569652955044,0,0,0,0.35912204982112184,0.31450315599310863,0.11956327337244754,0.34425149902214747,0.3509039391478013,0.3386793082726849,0.33642452706450376,0.34054140655553644,0.33262090598968735,0.38356220051912643,0.38944236707378355,0.35614361279965995,0.39672523510408275,0.3851921089251445,0.2935644341266296,0.05389092945000052,0.03555782481471443,0,0.2851056155151649,0.2568596063822078,0.25915509193869357,0,0,0,0.35804688136072677,0.08881104873626751,0.12307760788765006,0.3487169677527746,0.33278046280650286,0.3515807999616507,0.34587311143340344,0.3255655636164307,0.3406269433238002,0.38205281459604595,0.3240179661746975,0.36580534405613185,0.3689190059276079,0.3937752987629466,0.33411721334536326,0.026690440282933072,0,0,0.36839507187373927,0.3195280628086478,0.34589545355058593,0.07118904257182962,0.2003458294170721,0.24420213558225187
isolated_label_asw,tabula_muris,0,0,0,0,0,0,0.42667966160684007,0.4902296262863648,0.32443852840590404,0.3730092853227486,0.3158886030761556,0.19315494435354316,0.39013532088878694,0.37753975408712337,0.3300701381774652,0.38598689401947467,0.2738727641464141,0.22609802469846949,0.5652942229323811,0.5541972948113116,0.4846602788599119,0,0,0,0,0,0,0,0,0,0.4240703623802198,0.4456470271055593,0.24075849044197342,0.2685346309972531,0.16612199996278693,0.2389621633512719,0.3175506764870039,0.24742902925006316,0.286484177518607,0.31795735479421183,0.25160435026800676,0.26097870581854293,0.5479060922584721,0.5197386038913797,0.505347130275812,0,0,0,0.16053564664783948,0.11386436292922782,0.1506308428326957,0,0.12744465390982435,0.12496872152588567
isolated_label_f1,gtex_v9,0.08311321720467883,0.02563404698812497,0.0796381648244483,0.09018890336786048,0.08617161583185386,0.014419118583613985,0.02424788414875638,0.022536649136022123,0.00893256422719516,0.09546987781006154,0.09277635912258148,0.025787523728891277,0.09366107712743216,0.09303417482367311,0.07527685140789006,0.022704613124335686,0.022370250796961626,0.008799906700166586,0.0901907616371231,0.09467443150285172,0.01907813405876371,0.07580837389119777,0.06707703555773628,0.019460070716842894,0.07590706444054877,0.02435208603237028,0.07793545793342455,0.04148550947360293,0.027723157092817384,0.020485883218548058,0.024216861310072668,0.043554371780941965,0.013281032628363517,0.06747174481928868,0.07011407636478185,0.056181096905819676,0.023206848786691967,0.07441112928446693,0.024694480160096812,0.021812800275415073,0.018153343944209883,0.020500932349634553,0.09338151186371935,0.10235436502080787,0.10839470179498274,0.0598338756523506,0.021433794783968264,0.030387768588021263,0.11022272040723258,0.10669308565481048,0.10933681615213474,0.059413391957377444,0.1050263676900575,0.10332692749095979
isolated_label_f1,hypomap,0.003312332209030713,0.0027526806918907096,0.003266916520317741,0.0028085750690870514,0.004643976370644473,0.004770346314703526,0.002954802646559616,0.0029287862304513386,0.0028480925308040864,0.0030089758391160216,0.0032966816222678844,0.003792221191025002,0.003282340223408767,0.0029955439950535884,0.0029367528265522823,0.0023298341861405537,0.0023368527888840856,0.0018877612661591897,0.003324452681570637,0.0033111240761982508,0.003352602586878228,0.0032692818122321585,0.0033342005903982106,0.001647751765097374,0.003236415914032363,0.003220758689111633,0.00399169558154954,0.002915912661493356,0.003274020654281064,0.004389663004623798,0.0029337613697163986,0.0018976121546164632,0.0029031276174740005,0.0030058677575252758,0.0019468893866967294,0.0030079392484015075,0.002980162871079404,0.002947762604789201,0.0029873251966476074,0.002221657111953142,0.002169061888818264,0.0023738625128408722,0.003312332209030713,0.0032966816222678844,0.0032978812856687,0.0028982336715735984,0.004371766473049733,0.003196642843512737,0.0036048668100298878,0.006175718137668631,0.0036539317674062423,0.003639802090850453,0.003331759298684683,0.0036482691244765684
isolated_label_f1,immune_cell_atlas,0.013056792203053164,0.007078182812924502,0.003970793956399192,0.06588089248265715,0.15625845392806834,0.34361591652168555,0.014813804838919156,0.01462942070112354,0.012369730624230474,0.01788273035088409,0.004047599361026084,0.002093266102121873,0.005145425894728061,0.004573803430468418,0.01212881929914293,0.004328111034417662,0.004037926577277929,0.0035244004708358053,0.08477715327763799,0.004696688763217496,0.35059872592039104,0.02289491920204636,0.007086866326010735,0.007616801378624181,0.01843259619540328,0.024963262483966166,0.011306310808950022,0.06815852222730824,0.0018404803105694474,0.15625845392806834,0.013169682852535428,0.024353429975472286,0.011042585943453087,0.004181553331556523,0.00775013406382691,0.003863876895399701,0.004492049330294296,0.017124777687246913,0.0043004260001389,0.003976761307583184,0.0036378443362152725,0.0037446171744842495,0.03147128419878198,0.004327016933180151,0.004605871307187585,0.004781726068233847,0.007832571069107884,0.02520505166093894,0.024454486680606173,0.023968277867697074,0.024519591637902703,0.030237483023722093,0.04247968763494848,0.032928068755444954
